"Estado","emp","seg","dep","PL","lucros","gov_ca","gov_cf","gov_aud","maior_rem","plr_rva","qde_empregados","desp_investimento","desp_pessoal","Dividendos","Subvenção","Reforço de Capital","Resultado para o Estado Acionista","setor","Nome_estado","REGIAO","gov","result_NA","ROE","PL_formatado","Empresa","cat_ROE","setores_principais","sinal_ROE"
"PR","Estrada de Ferro Paraná Oeste S/A","Transporte Ferroviário","Não Dependente",274185635.4,-6530718.66,"Possui","Possui","Não possui",NA,"Não",137,418852.61,7353780.1,0,0,5e+06,-5e+06,"TRANSPORTES","Paraná","Sul",FALSE,FALSE,-0.0238186024970731,"   274.185.635,40","Estrada de Ferro Paraná Oeste S/A (PR)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: TRANSPORTES
PL: R$    274.185.635,40
Lucros / Prejuízos no ano: R$    -6.530.718,66
ROE: -2.3800%","neg","TRANSPORTES","Negativo"
"PR","Instituto de Tecnologia do Paraná - TECPAR","Primário","Não Dependente",69920496.12,-26149115.06,"Possui","Possui","Possui","25093.53","Não",332,2944734.21,49584401.23,0,0,52101596,-52101596,"PESQUISA E ASSISTÊNCIA TÉCNICA","Paraná","Sul",TRUE,FALSE,-0.37398354575634,"    69.920.496,12","Instituto de Tecnologia do Paraná - TECPAR (PR)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: PESQUISA E ASSISTÊNCIA TÉCNICA
PL: R$     69.920.496,12
Lucros / Prejuízos no ano: R$   -26.149.115,06
ROE: -37.4000%","neg","PESQUISA E ASSISTÊNCIA TÉCNICA","Negativo"
"PE","AGENCIA DE DESENVOLVIMENTO ECONOMICO DE PERNAMBUCO S.A. - AD DIPER","DESENVOLVIMENTO","Não Dependente",179999343.43,-5882713,"SIM","SIM","NÃO","9648.35","Não",52,11137298.75,16861617.05,6400000,0,0,6400000,"DESENVOLVIMENTO","Pernambuco","Nordeste",FALSE,FALSE,-0.0326818580995976,"   179.999.343,43","AGENCIA DE DESENVOLVIMENTO ECONOMICO DE PERNAMBUCO S.A. - AD DIPER (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: DESENVOLVIMENTO
PL: R$    179.999.343,43
Lucros / Prejuízos no ano: R$    -5.882.713,00
ROE: -3.2700%","neg","DESENVOLVIMENTO","Negativo"
"PE","AGENCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A. - AGE","FINANCEIRO","Não Dependente",47281331.39,-907319.12,"SIM","SIM","NÃO","15200","Não",0,0,3480894.24,0,0,0,0,"FINANCEIRO","Pernambuco","Nordeste",FALSE,FALSE,-0.0191897963387701,"    47.281.331,39","AGENCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A. - AGE (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: FINANCEIRO
PL: R$     47.281.331,39
Lucros / Prejuízos no ano: R$      -907.319,12
ROE: -1.9200%","neg","FINANCEIRO","Negativo"
"PE","COMPANHIA EDITORA DE PERNAMBUCO - CEPE","OUTRO","Não Dependente",58845023,-7604393,"SIM","SIM","NÃO","14668.4","Não",87,74909,14167056,0,0,0,0,"COMUNICAÇÃO","Pernambuco","Nordeste",FALSE,FALSE,-0.129227462448269,"    58.845.023,00","COMPANHIA EDITORA DE PERNAMBUCO - CEPE (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: COMUNICAÇÃO
PL: R$     58.845.023,00
Lucros / Prejuízos no ano: R$    -7.604.393,00
ROE: -12.9200%","neg","Demais","Negativo"
"PE","COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS - CEHAB","OUTRO","Dependente",47448749.75,-8813975.11,"SIM","SIM","NÃO","9966.6200000000008","Não",0,85177332.45,8441239.38,0,69812588.56,0,-69812588.56,"HABITAÇÃO E URBANIZAÇÃO","Pernambuco","Nordeste",FALSE,FALSE,-0.18575779459816,"    47.448.749,75","COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS - CEHAB (PE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: HABITAÇÃO E URBANIZAÇÃO
PL: R$     47.448.749,75
Lucros / Prejuízos no ano: R$    -8.813.975,11
ROE: -18.5800%","neg","HABITAÇÃO E URBANIZAÇÃO","Negativo"
"PE","COMPANHIA PERNAMBUCANA DE GÁS - COPERGÁS","ENERGIA","Não Dependente",363020729.56,192373398.11,"SIM","SIM","SIM","21214.89","Sim",123,37131278.14,33470620.97,17335338.36,0,0,17335338.36,"DISTRIBUIÇÃO DE GÁS","Pernambuco","Nordeste",TRUE,FALSE,0.529924002806029,"   363.020.729,56","COMPANHIA PERNAMBUCANA DE GÁS - COPERGÁS (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: DISTRIBUIÇÃO DE GÁS
PL: R$    363.020.729,56
Lucros / Prejuízos no ano: R$   192.373.398,11
ROE: 52.9900%","bem_pos","DISTRIBUIÇÃO DE GÁS","Positivo"
"PE","COMPANHIA PERNAMBUCANA DE SANEAMENTO - COMPESA","ABASTECIMENTO","Não Dependente",6107115236.25,158620211.03,"SIM","SIM","SIM","30572.68","Sim",3242,376915083.84,275766383.66,0,0,71691803.33,-71691803.33,"SANEAMENTO","Pernambuco","Nordeste",TRUE,FALSE,0.0259730175203635," 6.107.115.236,25","COMPANHIA PERNAMBUCANA DE SANEAMENTO - COMPESA (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$  6.107.115.236,25
Lucros / Prejuízos no ano: R$   158.620.211,03
ROE: 2.6000%","pos","SANEAMENTO","Positivo"
"PE","EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR","OUTRO","Dependente",181562246.93,-19483259.76,"SIM","SIM","NÃO","24520.86","Não",143,0,22271836.68,0,73189284.52,0,-73189284.52,"TURISMO","Pernambuco","Nordeste",FALSE,FALSE,-0.10730898129671,"   181.562.246,93","EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR (PE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: TURISMO
PL: R$    181.562.246,93
Lucros / Prejuízos no ano: R$   -19.483.259,76
ROE: -10.7300%","neg","Demais","Negativo"
"PE","EMPRESA PERNAMBUCANA DE TRANSPOSTE COLETIVO INTERMUNICIPAL - EPTI","TRANSPORTES","Dependente",2021516.33,633978,"SIM","SIM","NÃO","9966.6200000000008","Não",0,65404.49,2408852.08,0,2016457.39,0,-2016457.39,"TRANSPORTES","Pernambuco","Nordeste",FALSE,FALSE,0.313615077252431,"     2.021.516,33","EMPRESA PERNAMBUCANA DE TRANSPOSTE COLETIVO INTERMUNICIPAL - EPTI (PE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: TRANSPORTES
PL: R$      2.021.516,33
Lucros / Prejuízos no ano: R$       633.978,00
ROE: 31.3600%","pos","TRANSPORTES","Positivo"
"PE","EMPRESA PERNAMBUCO DE COMUNICAÇÃO S.A. - EPC","COMUNICAÇÕES","Dependente",7251071,1749117,"SIM","SIM","NÃO","7973.3","Não",0,402808,2444768,0,5512155,0,-5512155,"COMUNICAÇÃO","Pernambuco","Nordeste",FALSE,FALSE,0.241221882946671,"     7.251.071,00","EMPRESA PERNAMBUCO DE COMUNICAÇÃO S.A. - EPC (PE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: COMUNICAÇÃO
PL: R$      7.251.071,00
Lucros / Prejuízos no ano: R$     1.749.117,00
ROE: 24.1200%","pos","Demais","Positivo"
"PE","INSTITUTO AGRONÔMICO DE PERNAMBUCO - IPA","SERVIÇOS PÚBLICOS","Dependente",36099451,-4235139,"SIM","SIM","NÃO","12796.77","Não",712,4324157.27,56505747.99,0,92391578.22,0,-92391578.22,"PESQUISA E ASSISTÊNCIA TÉCNICA","Pernambuco","Nordeste",FALSE,FALSE,-0.117318653959585,"    36.099.451,00","INSTITUTO AGRONÔMICO DE PERNAMBUCO - IPA (PE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: PESQUISA E ASSISTÊNCIA TÉCNICA
PL: R$     36.099.451,00
Lucros / Prejuízos no ano: R$    -4.235.139,00
ROE: -11.7300%","neg","PESQUISA E ASSISTÊNCIA TÉCNICA","Negativo"
"PE","LABORATÓRIO FARMACÊUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S.A. - LAFEPE","OUTRO","Não Dependente",110186539,29300000,"SIM","SIM","NÃO","19831.09","Não",454,2653331,39529373.4,0,0,0,0,"SAÚDE","Pernambuco","Nordeste",FALSE,FALSE,0.26591269919096,"   110.186.539,00","LABORATÓRIO FARMACÊUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S.A. - LAFEPE (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: SAÚDE
PL: R$    110.186.539,00
Lucros / Prejuízos no ano: R$    29.300.000,00
ROE: 26.5900%","pos","Demais","Positivo"
"PE","PORTO DO RECIFE S.A.","OUTRO","Não Dependente",4159748.87,-45472698.6,"SIM","SIM","NÃO","17550.05","Não",19,0,30766061.18,0,0,6210000,-6210000,"PORTOS E HIDROVIAS","Pernambuco","Nordeste",FALSE,FALSE,-10.9315970798016,"     4.159.748,87","PORTO DO RECIFE S.A. (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: PORTOS E HIDROVIAS
PL: R$      4.159.748,87
Lucros / Prejuízos no ano: R$   -45.472.698,60
ROE: -1 093.1600%","bem_neg","PORTOS E HIDROVIAS","Negativo"
"PE","SUAPE COMPLEXO INDUSTRIAL PORTUÁRIO GOVERNADOR ERALDO GUEIROS - SUAPE","OUTRO","Não Dependente",3117191491,16171430,"SIM","SIM","SIM","37205","Não",127,27803159,58482495,0,0,721350,-721350,"PORTOS E HIDROVIAS","Pernambuco","Nordeste",TRUE,FALSE,0.00518782052584526," 3.117.191.491,00","SUAPE COMPLEXO INDUSTRIAL PORTUÁRIO GOVERNADOR ERALDO GUEIROS - SUAPE (PE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: PORTOS E HIDROVIAS
PL: R$  3.117.191.491,00
Lucros / Prejuízos no ano: R$    16.171.430,00
ROE: 0.5200%","pos","PORTOS E HIDROVIAS","Positivo"
"RJ","Agência de Fomento do Estado do Rio de Janeiro S.A. - AgeRio","FINANCEIRO","Não Dependente",474796965.02,7204367.88,"SIM","SIM","SIM","27027.11","Sim",120,60936.21,29784199.47,0,0,0,NA,"FINANCEIRO","Rio de Janeiro","Sudeste",TRUE,TRUE,0.0151735760983572,"   474.796.965,02","Agência de Fomento do Estado do Rio de Janeiro S.A. - AgeRio (RJ)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: FINANCEIRO
PL: R$    474.796.965,02
Lucros / Prejuízos no ano: R$     7.204.367,88
ROE: 1.5200%","pos","FINANCEIRO","Positivo"
"RJ","Comapnhia Estadual de Engenharia de Transportes e Logísticas - CENTRAL","TRANSPORTES","Dependente",791399588.73,-5108918.33,"SIM","SIM","NÃO",NA,"Não",420,NA,59195166.56,0,67292889.67,0,-67292889.67,"TRANSPORTES","Rio de Janeiro","Sudeste",FALSE,FALSE,-0.00645554837626154,"   791.399.588,73","Comapnhia Estadual de Engenharia de Transportes e Logísticas - CENTRAL (RJ)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: TRANSPORTES
PL: R$    791.399.588,73
Lucros / Prejuízos no ano: R$    -5.108.918,33
ROE: -0.6500%","neg","TRANSPORTES","Negativo"
"RJ","Companhia de Desenvolvimento Rodoviário e Terminais do Estado do Rio de Janeiro - CODERTE","TRANSPORTES","Não Dependente",12649841.24,-1204790.18,"SIM","SIM","NÃO","6633.58","Não",120,30320,9402413.67,0,0,0,NA,"TRANSPORTES","Rio de Janeiro","Sudeste",FALSE,TRUE,-0.095241525734753,"    12.649.841,24","Companhia de Desenvolvimento Rodoviário e Terminais do Estado do Rio de Janeiro - CODERTE (RJ)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: TRANSPORTES
PL: R$     12.649.841,24
Lucros / Prejuízos no ano: R$    -1.204.790,18
ROE: -9.5200%","neg","TRANSPORTES","Negativo"
"RJ","Companhia Estadual de Águas e Esgotos ¿ CEDAE","Saneamento, Serv. Água e Gás","Não Dependente",7277650000,1022934000,"SIM","SIM","SIM","68340","Sim",5125,121803000,1104258000,242947000,0,0,242947000,"SANEAMENTO","Rio de Janeiro","Sudeste",TRUE,FALSE,0.140558284611104," 7.277.650.000,00","Companhia Estadual de Águas e Esgotos ¿ CEDAE (RJ)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$  7.277.650.000,00
Lucros / Prejuízos no ano: R$ 1.022.934.000,00
ROE: 14.0600%","pos","SANEAMENTO","Positivo"
"RJ","Companhia Estadual de Haitação do Rio de Janeiro - CEHAB/RJ","OUTRO","Dependente",81833354.95,-16893286.6,"SIM","SIM","NÃO","18152.18","Não",335,28050548.31,53475817.07,0,87035053.97,228066288.04,-315101342.01,"HABITAÇÃO E URBANIZAÇÃO","Rio de Janeiro","Sudeste",FALSE,FALSE,-0.206435219603568,"    81.833.354,95","Companhia Estadual de Haitação do Rio de Janeiro - CEHAB/RJ (RJ)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: HABITAÇÃO E URBANIZAÇÃO
PL: R$     81.833.354,95
Lucros / Prejuízos no ano: R$   -16.893.286,60
ROE: -20.6400%","neg","HABITAÇÃO E URBANIZAÇÃO","Negativo"
"RJ","Empresa de Assistência Técnica e Extensão Rural do Estado do Rio de Janeiro - EMATER-RIO","ASSISTÊNCIA TÉCNICA","Dependente",96964.85,-510548.59,"SIM","SIM","NÃO",NA,"Não",580,NA,82604429.96,0,87094460.55,0,-87094460.55,"PESQUISA E ASSISTÊNCIA TÉCNICA","Rio de Janeiro","Sudeste",FALSE,FALSE,-5.2652955168806,"        96.964,85","Empresa de Assistência Técnica e Extensão Rural do Estado do Rio de Janeiro - EMATER-RIO (RJ)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: PESQUISA E ASSISTÊNCIA TÉCNICA
PL: R$         96.964,85
Lucros / Prejuízos no ano: R$      -510.548,59
ROE: -526.5300%","bem_neg","PESQUISA E ASSISTÊNCIA TÉCNICA","Negativo"
"RJ","Empresa de Obras Públicas do Estado Do Rio de Janeiro - EMOP","OUTRO","Dependente",301669929.82,-162997.88,"SIM","SIM","NÃO",NA,"Não",441,5885622.61,54901409.63,0,78291498.6,0,-78291498.6,"HABITAÇÃO E URBANIZAÇÃO","Rio de Janeiro","Sudeste",FALSE,FALSE,-0.000540318619417114,"   301.669.929,82","Empresa de Obras Públicas do Estado Do Rio de Janeiro - EMOP (RJ)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: HABITAÇÃO E URBANIZAÇÃO
PL: R$    301.669.929,82
Lucros / Prejuízos no ano: R$      -162.997,88
ROE: -0.0500%","neg","HABITAÇÃO E URBANIZAÇÃO","Negativo"
"RS","BADESUL Desenvolvimento S.A. - Agência de Fomento/RS","FINANCEIRO","Não Dependente",732864,28113,"SIM","SIM","SIM","29","Sim",145,NA,3552,274355.68,0,0,274355.68,"FINANCEIRO","Rio Grande do Sul","Sul",TRUE,FALSE,0.0383604597851716,"       732.864,00","BADESUL Desenvolvimento S.A. - Agência de Fomento/RS (RS)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: FINANCEIRO
PL: R$        732.864,00
Lucros / Prejuízos no ano: R$        28.113,00
ROE: 3.8400%","pos","FINANCEIRO","Positivo"
"RS","Banco do Estado do Rio Grande do Sul - BANRISUL","FINANCEIRO","Não Dependente",7794105,1344418,"SIM","SIM","SIM","51","Sim",10763,NA,1966331,0,0,0,NA,"FINANCEIRO","Rio Grande do Sul","Sul",TRUE,TRUE,0.172491645929841,"     7.794.105,00","Banco do Estado do Rio Grande do Sul - BANRISUL (RS)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: FINANCEIRO
PL: R$      7.794.105,00
Lucros / Prejuízos no ano: R$     1.344.418,00
ROE: 17.2500%","pos","FINANCEIRO","Positivo"
"RS","Caixa de Administração da Dívida Pública Estadual - CADIP","FINANCEIRO","Não Dependente",221547,-35,"SIM","SIM","NÃO","0","Não",0,NA,0,0,0,0,NA,"FINANCEIRO","Rio Grande do Sul","Sul",FALSE,TRUE,-0.000157980022297752,"       221.547,00","Caixa de Administração da Dívida Pública Estadual - CADIP (RS)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: FINANCEIRO
PL: R$        221.547,00
Lucros / Prejuízos no ano: R$           -35,00
ROE: -0.0200%","neg","FINANCEIRO","Negativo"
"RS","Companhia de Gás do Estado RGS - SULGÁS","DISTRIBUIÇÃO DE GÁS","Não Dependente",191729,82718,"SIM","SIM","SIM","10.5","Não",134,NA,39239,33665.08,0,0,33665.08,"DISTRIBUIÇÃO DE GÁS","Rio Grande do Sul","Sul",TRUE,FALSE,0.431431864767458,"       191.729,00","Companhia de Gás do Estado RGS - SULGÁS (RS)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: DISTRIBUIÇÃO DE GÁS
PL: R$        191.729,00
Lucros / Prejuízos no ano: R$        82.718,00
ROE: 43.1400%","pos","DISTRIBUIÇÃO DE GÁS","Positivo"
"RS","Companhia Estadual de Geração e Transmição de Energia Eletrica - CEEE-GT","ENERGIA","Não Dependente",2432740,391230,"SIM","SIM","SIM","16","Não",1091,NA,309091,0,0,0,NA,"ENERGIA","Rio Grande do Sul","Sul",TRUE,TRUE,0.160818665373201,"     2.432.740,00","Companhia Estadual de Geração e Transmição de Energia Eletrica - CEEE-GT (RS)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: ENERGIA
PL: R$      2.432.740,00
Lucros / Prejuízos no ano: R$       391.230,00
ROE: 16.0800%","pos","ENERGIA","Positivo"
"RS","Companhia Riograndense de Saneamento - CORSAN","SANEAMENTO","Não Dependente",2353111,301153,"SIM","SIM","SIM","25","Não",5908,NA,1116155,50820.94,0,52458,-1637.06,"SANEAMENTO","Rio Grande do Sul","Sul",TRUE,FALSE,0.127980787986627,"     2.353.111,00","Companhia Riograndense de Saneamento - CORSAN (RS)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$      2.353.111,00
Lucros / Prejuízos no ano: R$       301.153,00
ROE: 12.8000%","pos","SANEAMENTO","Positivo"
"RO","COMPANHIA DE MINERAÇÃO DE RONDÔNIA","OUTRO","Não Dependente",1844843729.98,20380739.46,"SIM","SIM","NÃO","16000","Não",35,8151.66,1500000,0,0,0,NA,"MINERAÇÃO","Rondônia","Norte",FALSE,TRUE,0.01104740695854," 1.844.843.729,98","COMPANHIA DE MINERAÇÃO DE RONDÔNIA (RO)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: MINERAÇÃO
PL: R$  1.844.843.729,98
Lucros / Prejuízos no ano: R$    20.380.739,46
ROE: 1.1000%","pos","Demais","Positivo"
"RO","SOCIEDADE DE PORTOS E HIDROVIAS DO ESTADO DE RONDÔNIA","OUTRO","Não Dependente",2837372.16,196886.65,"SIM","SIM","NÃO","21231.21","Não",39,317404.97,9828031.87,0,0,0,NA,"PORTOS E HIDROVIAS","Rondônia","Norte",FALSE,TRUE,0.0693904919402607,"     2.837.372,16","SOCIEDADE DE PORTOS E HIDROVIAS DO ESTADO DE RONDÔNIA (RO)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: PORTOS E HIDROVIAS
PL: R$      2.837.372,16
Lucros / Prejuízos no ano: R$       196.886,65
ROE: 6.9400%","pos","PORTOS E HIDROVIAS","Positivo"
"RR","COMANHIA DE ÁGUA E ESGOTO DE RORAIMA","SANEAMENTO","Não Dependente",393422254.6,-71046880.11,"SIM","SIM","SIM","23175","Não",746,1466867.12,38060760.31,0,0,0,0,"SANEAMENTO","Roraima","Norte",TRUE,FALSE,-0.180586835846983,"   393.422.254,60","COMANHIA DE ÁGUA E ESGOTO DE RORAIMA (RR)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$    393.422.254,60
Lucros / Prejuízos no ano: R$   -71.046.880,11
ROE: -18.0600%","neg","SANEAMENTO","Negativo"
"RR","COMPANHIA DE DESENVOLVIMENTO DE RORAIMA - CODESAIMA","OUTROS","Dependente",165396888.03,-8516315.99,"SIM","SIM","NÃO","23335","Não",249,0,17739094.11,0,18853987.68,0,-18853987.68,"DESENVOLVIMENTO","Roraima","Norte",FALSE,FALSE,-0.0514901827442805,"   165.396.888,03","COMPANHIA DE DESENVOLVIMENTO DE RORAIMA - CODESAIMA (RR)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: DESENVOLVIMENTO
PL: R$    165.396.888,03
Lucros / Prejuízos no ano: R$    -8.516.315,99
ROE: -5.1500%","neg","DESENVOLVIMENTO","Negativo"
"RR","AGÊNCIA DE FOMENTO DO ESTADO DE RORAIMA","DESENVOLVIMENTO","Dependente",7297377.35,-322403.24,"SIM","SIM","NÃO","23175","Não",33,31318,3631941.4,0,5144983.56,0,-5144983.56,"FINANCEIRO","Roraima","Norte",FALSE,FALSE,-0.0441807000702794,"     7.297.377,35","AGÊNCIA DE FOMENTO DO ESTADO DE RORAIMA (RR)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: FINANCEIRO
PL: R$      7.297.377,35
Lucros / Prejuízos no ano: R$      -322.403,24
ROE: -4.4200%","neg","FINANCEIRO","Negativo"
"SC","Agência de Fomento do Estado de Santa Catarina S.A.","FINANCEIRO","Não Dependente",597150251.33,44578232.34,"SIM","SIM","SIM","48199.08","Não",100,0,34666475.79,0,0,0,NA,"FINANCEIRO","Santa Catarina","Sul",TRUE,TRUE,0.0746516178142994,"   597.150.251,33","Agência de Fomento do Estado de Santa Catarina S.A. (SC)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: FINANCEIRO
PL: R$    597.150.251,33
Lucros / Prejuízos no ano: R$    44.578.232,34
ROE: 7.4700%","pos","FINANCEIRO","Positivo"
"SC","CENTRAIS DE ABASTECIMENTO DO ESTADO DE SANTA CATARINA","ABASTECIMENTO","Não Dependente",8642564.47,1022638.48,"SIM","SIM","NÃO","8795.67","Não",43,375224.67,1277451.62,0,0,0,NA,"ABASTECIMENTO","Santa Catarina","Sul",FALSE,TRUE,0.118325814467427,"     8.642.564,47","CENTRAIS DE ABASTECIMENTO DO ESTADO DE SANTA CATARINA (SC)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: ABASTECIMENTO
PL: R$      8.642.564,47
Lucros / Prejuízos no ano: R$     1.022.638,48
ROE: 11.8300%","pos","ABASTECIMENTO","Positivo"
"SC","Centrais Elétricas de Santa Catarina S.A.","ENERGIA","Não Dependente",1407123619.82,283575141.12,"SIM","SIM","SIM","832054.27","Sim",3300,599971460.57,778918573.62,13633512.07,0,0,13633512.07,"ENERGIA","Santa Catarina","Sul",TRUE,FALSE,0.201528236130579," 1.407.123.619,82","Centrais Elétricas de Santa Catarina S.A. (SC)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: ENERGIA
PL: R$  1.407.123.619,82
Lucros / Prejuízos no ano: R$   283.575.141,12
ROE: 20.1500%","pos","ENERGIA","Positivo"
"SC","CENTRO DE INFORMATICA E AUTOMAÇÃO DO ESTADO DE SC S/A","INFORMÁTICA","Não Dependente",53484475.92,8117167.59,"SIM","SIM","NÃO","0","Não",346,9354860.07,73622299.67,0,0,0,NA,"INFORMÁTICA","Santa Catarina","Sul",FALSE,TRUE,0.151766796820471,"    53.484.475,92","CENTRO DE INFORMATICA E AUTOMAÇÃO DO ESTADO DE SC S/A (SC)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: INFORMÁTICA
PL: R$     53.484.475,92
Lucros / Prejuízos no ano: R$     8.117.167,59
ROE: 15.1800%","pos","INFORMÁTICA","Positivo"
"SC","COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO","SANEAMENTO","Não Dependente",12570380.98,119686013,"SIM","SIM","SIM","38170","Não",2503,245070731,3480889.91,0,0,0,NA,"SANEAMENTO","Santa Catarina","Sul",TRUE,TRUE,9.52127172521067,"    12.570.380,98","COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO (SC)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$     12.570.380,98
Lucros / Prejuízos no ano: R$   119.686.013,00
ROE: 952.1300%","bem_pos","SANEAMENTO","Positivo"
"SC","Companhia de Distritos Industriais de Santa Catarina. (Em Liquidação)","OUTRO","Dependente",1801574.89,-245284.29,"SIM","SIM","NÃO","0","Não",0,0,0,0,0,1653431.95,-1653431.95,"OUTROS","Santa Catarina","Sul",FALSE,FALSE,-0.136149927134031,"     1.801.574,89","Companhia de Distritos Industriais de Santa Catarina. (Em Liquidação) (SC)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: OUTROS
PL: R$      1.801.574,89
Lucros / Prejuízos no ano: R$      -245.284,29
ROE: -13.6100%","neg","OUTROS","Negativo"
"SC","Companhia Integrada de Desenvolvimento Agrícola de Santa Catarina","SERVIÇOS PÚBLICOS","Dependente",6183072.37,-9425008.77,"SIM","SIM","NÃO","48465.14","Não",1049,1397747.3,182152219.21,0,182152219.21,0,-182152219.21,"DESENVOLVIMENTO","Santa Catarina","Sul",FALSE,FALSE,-1.52432451150495,"     6.183.072,37","Companhia Integrada de Desenvolvimento Agrícola de Santa Catarina (SC)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: DESENVOLVIMENTO
PL: R$      6.183.072,37
Lucros / Prejuízos no ano: R$    -9.425.008,77
ROE: -152.4300%","bem_neg","DESENVOLVIMENTO","Negativo"
"SC","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina","PESQUISA","Dependente",3645024.43,2422444.71,"SIM","SIM","NÃO","27002.75","Não",1763,3087559.04,290027958.76,0,324896612.77,0,-324896612.77,"PESQUISA E ASSISTÊNCIA TÉCNICA","Santa Catarina","Sul",FALSE,FALSE,0.664589430474681,"     3.645.024,43","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina (SC)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: PESQUISA E ASSISTÊNCIA TÉCNICA
PL: R$      3.645.024,43
Lucros / Prejuízos no ano: R$     2.422.444,71
ROE: 66.4600%","bem_pos","PESQUISA E ASSISTÊNCIA TÉCNICA","Positivo"
"SC","IAZPE IMBITUBA ADMINISTRADORA DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO SA","DESENVOLVIMENTO","Dependente",651483.52,-107300.86,"SIM","SIM","NÃO","868.52","Não",0,0,23450.04,0,0,91384.8,-91384.8,"DESENVOLVIMENTO","Santa Catarina","Sul",FALSE,FALSE,-0.164702339669313,"       651.483,52","IAZPE IMBITUBA ADMINISTRADORA DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO SA (SC)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: DESENVOLVIMENTO
PL: R$        651.483,52
Lucros / Prejuízos no ano: R$      -107.300,86
ROE: -16.4700%","neg","DESENVOLVIMENTO","Negativo"
